"2019/07/23","CSV-5e0f73b1504d3","VD DINERO.DK - R2JBF6W3WD","Egenkapital:Mellemregning","","-246.25",""," Filename: vd_dinero.dk_r2jbf6w3wd_20190723-5e0f73b1504d3.trans\n TransID: 0"
"2019/07/23","CSV-5e0f73b1504d3","VD DINERO.DK - R2JBF6W3WD","Udgifter:Administration:Edb","","197",""," Filename: vd_dinero.dk_r2jbf6w3wd_20190723-5e0f73b1504d3.trans\n TransID: 1"
"2019/07/23","CSV-5e0f73b1504d3","VD DINERO.DK - R2JBF6W3WD","Passiver:Moms:Købsmoms","","49.25",""," Filename: vd_dinero.dk_r2jbf6w3wd_20190723-5e0f73b1504d3.trans\n TransID: virt"
"2019/07/25","CSV-5e0f73b14caef","CH2012369 2019-07-25","Egenkapital:Mellemregning","","1512.94",""," Filename: ch2012369_20190725_20190725-5e0f73b14caef.trans\n TransID: 0"
"2019/07/25","CSV-5e0f73b14caef","CH2012369 2019-07-25","Indtægter:Onlinesalg","","-1210.352",""," Filename: ch2012369_20190725_20190725-5e0f73b14caef.trans\n TransID: 1"
"2019/07/25","CSV-5e0f73b14caef","CH2012369 2019-07-25","Passiver:Moms:Salgsmoms","","-302.588",""," Filename: ch2012369_20190725_20190725-5e0f73b14caef.trans\n TransID: virt"
"2019/07/25","CSV-5e0f73b14e7be","Til 9347-4587605576","Egenkapital:Mellemregning","","-1635.2",""," Filename: til_93474587605576_20190725-5e0f73b14e7be.trans\n TransID: 0"
"2019/07/25","CSV-5e0f73b14e7be","Til 9347-4587605576","Udgifter:Diverse","","1635.2",""," Filename: til_93474587605576_20190725-5e0f73b14e7be.trans\n TransID: 1"
"2019/08/01","CSV-5e0f73b14af33","CH2012369 2019-08-01","Egenkapital:Mellemregning","","1512.94",""," Filename: ch2012369_20190801_20190801-5e0f73b14af33.trans\n TransID: 0"
"2019/08/01","CSV-5e0f73b14af33","CH2012369 2019-08-01","Indtægter:Onlinesalg","","-1210.352",""," Filename: ch2012369_20190801_20190801-5e0f73b14af33.trans\n TransID: 1"
"2019/08/01","CSV-5e0f73b14af33","CH2012369 2019-08-01","Passiver:Moms:Salgsmoms","","-302.588",""," Filename: ch2012369_20190801_20190801-5e0f73b14af33.trans\n TransID: virt"
"2019/08/05","CSV-5e0f73b1447a9","Til 6825-0001035058","Egenkapital:Mellemregning","","-596",""," Filename: til_68250001035058_20190805-5e0f73b1447a9.trans\n TransID: 0"
"2019/08/05","CSV-5e0f73b1447a9","Til 6825-0001035058","Udgifter:Diverse","","596",""," Filename: til_68250001035058_20190805-5e0f73b1447a9.trans\n TransID: 1"
"2019/08/05","CSV-5e0f73b14804d","VD GOOGLE *GSUITE_monveli","Egenkapital:Mellemregning","","-236.56",""," Filename: vd_google_gsuite_monveli_20190805-5e0f73b14804d.trans\n TransID: 0"
"2019/08/05","CSV-5e0f73b14804d","VD GOOGLE *GSUITE_monveli","Udgifter:Administration:Edb","","236.56",""," Filename: vd_google_gsuite_monveli_20190805-5e0f73b14804d.trans\n TransID: 1"
"2019/08/05","CSV-5e0f73b146439","VD QUICKPAY DKK","Egenkapital:Mellemregning","","-186.25",""," Filename: vd_quickpay_dkk_20190805-5e0f73b146439.trans\n TransID: 0"
"2019/08/05","CSV-5e0f73b146439","VD QUICKPAY DKK","Udgifter:Administration:Edb","","149",""," Filename: vd_quickpay_dkk_20190805-5e0f73b146439.trans\n TransID: 1"
"2019/08/05","CSV-5e0f73b146439","VD QUICKPAY DKK","Passiver:Moms:Købsmoms","","37.25",""," Filename: vd_quickpay_dkk_20190805-5e0f73b146439.trans\n TransID: virt"
"2019/08/06","CSV-5e0f73b142c51","VD SHIPMONDOCOM","Egenkapital:Mellemregning","","-38.25",""," Filename: vd_shipmondocom_20190806-5e0f73b142c51.trans\n TransID: 0"
"2019/08/06","CSV-5e0f73b142c51","VD SHIPMONDOCOM","Udgifter:Direkte omkostninger u/moms","","38.25",""," Filename: vd_shipmondocom_20190806-5e0f73b142c51.trans\n TransID: 1"
"2019/08/08","CSV-5e0f73b1411c9","CH2012369 2019-08-08","Egenkapital:Mellemregning","","4538.82",""," Filename: ch2012369_20190808_20190808-5e0f73b1411c9.trans\n TransID: 0"
"2019/08/08","CSV-5e0f73b1411c9","CH2012369 2019-08-08","Indtægter:Onlinesalg","","-3631.056",""," Filename: ch2012369_20190808_20190808-5e0f73b1411c9.trans\n TransID: 1"
"2019/08/08","CSV-5e0f73b1411c9","CH2012369 2019-08-08","Passiver:Moms:Salgsmoms","","-907.764",""," Filename: ch2012369_20190808_20190808-5e0f73b1411c9.trans\n TransID: virt"
"2019/08/12","CSV-5e0f73b13f624","VD SHOPIFY * 67269461","Egenkapital:Mellemregning","","-674.36",""," Filename: vd_shopify_67269461_20190812-5e0f73b13f624.trans\n TransID: 0"
